date,datatype,station,attributes,value
2011-04-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",120
2011-04-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",106
2011-04-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",82
2011-04-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",22
2011-04-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",17
2011-04-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",109
2011-04-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",136
2011-04-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-04-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-04-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-04-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",458
2011-04-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",41
2011-04-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",254
2011-04-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-04-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",320
2011-05-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",140
2011-05-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",88
2011-05-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-05-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",198
2011-05-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",246
2011-05-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",196
2011-05-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-05-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-05-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",180
2011-05-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",4
2011-05-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",6
2011-05-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",30
2011-05-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-05-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",230
2011-05-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",198
2011-05-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",112
2011-05-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-05-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-05-31T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",6
2011-06-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-06-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-06-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",84
2011-06-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",42
2011-06-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-06-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",40
2011-06-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",6
2011-06-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",28
2011-06-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",106
2011-06-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",4
2011-06-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-06-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-06-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",52
2011-06-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",62
2011-07-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-07-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",280
2011-07-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-07-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",222
2011-07-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",102
2011-07-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-07-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",60
2011-07-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-07-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",8
2011-07-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-07-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",18
2011-07-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",28
2011-07-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",42
2011-07-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-07-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-07-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",4
2011-07-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-07-31T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",102
2011-08-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",124
2011-08-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",104
2011-08-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",8
2011-08-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",270
2011-08-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",86
2011-08-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",58
2011-08-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",482
2011-08-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",14
2011-08-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-08-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",50
2011-08-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",8
2011-08-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",788
2011-08-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",6
2011-08-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-08-31T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",22
2011-09-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",558
2011-09-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",104
2011-09-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",60
2011-09-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-09-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",260
2011-09-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",118
2011-09-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-09-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",88
2011-09-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-09-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",60
2011-09-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",30
2011-09-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",98
2011-09-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-09-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",278
2011-09-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",84
2011-10-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",172
2011-10-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",2
2011-10-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-10-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",312
2011-10-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",124
2011-10-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",146
2011-10-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",62
2011-10-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-10-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",218
2011-10-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",36
2011-10-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",20
2011-10-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",88
2011-10-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-10-31T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-11-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",58
2011-11-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-11-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",26
2011-11-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-11-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",42
2011-11-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",77
2011-11-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",11
2011-11-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-11-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",44
2011-11-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-11-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",30
2011-12-01T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-02T00:00:00,PRCP,GHCND:CA007022579,",,C,",38
2011-12-03T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-04T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-12-05T00:00:00,PRCP,GHCND:CA007022579,",,C,",84
2011-12-06T00:00:00,PRCP,GHCND:CA007022579,",,C,",64
2011-12-07T00:00:00,PRCP,GHCND:CA007022579,",,C,",18
2011-12-08T00:00:00,PRCP,GHCND:CA007022579,",,C,",52
2011-12-09T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-10T00:00:00,PRCP,GHCND:CA007022579,",,C,",22
2011-12-11T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-12T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-13T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-14T00:00:00,PRCP,GHCND:CA007022579,",,C,",10
2011-12-15T00:00:00,PRCP,GHCND:CA007022579,",,C,",110
2011-12-16T00:00:00,PRCP,GHCND:CA007022579,",,C,",20
2011-12-17T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-18T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-19T00:00:00,PRCP,GHCND:CA007022579,",,C,",26
2011-12-20T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-21T00:00:00,PRCP,GHCND:CA007022579,",,C,",64
2011-12-22T00:00:00,PRCP,GHCND:CA007022579,",,C,",16
2011-12-23T00:00:00,PRCP,GHCND:CA007022579,",,C,",58
2011-12-24T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-25T00:00:00,PRCP,GHCND:CA007022579,",,C,",48
2011-12-26T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-27T00:00:00,PRCP,GHCND:CA007022579,",,C,",88
2011-12-28T00:00:00,PRCP,GHCND:CA007022579,",,C,",51
2011-12-29T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-30T00:00:00,PRCP,GHCND:CA007022579,",,C,",0
2011-12-31T00:00:00,PRCP,GHCND:CA007022579,",,C,",12
2011-01-01T00:00:00,PRCP,GHCND:CA007023075,",,C,",14
2011-01-02T00:00:00,PRCP,GHCND:CA007023075,"T,,C,",0
2011-01-03T00:00:00,PRCP,GHCND:CA007023075,"T,,C,",0
2011-01-04T00:00:00,PRCP,GHCND:CA007023075,",,C,",60
2011-01-05T00:00:00,PRCP,GHCND:CA007023075,",,C,",24
2011-01-06T00:00:00,PRCP,GHCND:CA007023075,",,C,",10
2011-01-07T00:00:00,PRCP,GHCND:CA007023075,",,C,",8
2011-01-08T00:00:00,PRCP,GHCND:CA007023075,",,C,",4
2011-01-09T00:00:00,PRCP,GHCND:CA007023075,",,C,",40
2011-01-10T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-11T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-12T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-13T00:00:00,PRCP,GHCND:CA007023075,"T,,C,",0
2011-01-14T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-15T00:00:00,PRCP,GHCND:CA007023075,",,C,",54
2011-01-16T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-17T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-18T00:00:00,PRCP,GHCND:CA007023075,",,C,",60
2011-01-19T00:00:00,PRCP,GHCND:CA007023075,",,C,",26
2011-01-20T00:00:00,PRCP,GHCND:CA007023075,",,C,",26
2011-01-21T00:00:00,PRCP,GHCND:CA007023075,",,C,",10
2011-01-22T00:00:00,PRCP,GHCND:CA007023075,",,C,",4
2011-01-23T00:00:00,PRCP,GHCND:CA007023075,",,C,",0
2011-01-24T00:00:00,PRCP,GHCND:CA007023075,",,C,",16
